run_id,review_id,candidate_id,source_layer,source_id,master_site_id,distance_m,score,conflict_type,source_name,master_site_name,commune_source,commune_master,source_type_source,source_type_master,recommended_decision,review_priority,review_status,reason
e60088e9-cf94-4e41-ae65-a5390866b4b8,28bbdff2-b12e-461e-840c-b05e56a85acd,,infra.decharge,87,,,,Geometrie source absente.,néant,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,579cd0ca-b6ab-4d63-801c-72158d68c6e0,,infra.decharge,88,,,,Geometrie source absente.,néant,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,3f7e7b52-8f6d-4c11-a200-ee9b66ee1004,,infra.decharge,89,,,,Geometrie source absente.,,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,78ce7c08-b998-4b60-a9d5-170e84c1532d,,infra.decharge,93,,,,Geometrie source absente.,néant,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,bfec0a25-21a1-4878-8ad5-2576b8f55275,,infra.decharge,94,,,,Geometrie source absente.,néant,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,5465beea-a0ca-43d2-b596-2619eb52642e,,infra.decharge,99,,,,Geometrie source absente.,,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,731d0865-98a2-4981-8dc6-2c921bd1175f,,infra.huilerie,480,,,,Geometrie source absente.,Ste Abbou,,,,HUILERIE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,fb7130c4-e89e-4791-b429-df0e818b2d1d,,infra.huilerie,482,,,,Geometrie source absente.,Bouno huiles,,,,HUILERIE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,1f995491-167d-488f-a7a4-cd34dc955858,,infra.huilerie,486,,,,Geometrie source absente.,Ste Sofa Huile,,,,HUILERIE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,3bc0080c-1cdf-42fc-81f3-e5c8f61b1b64,,infra.huilerie,497,,,,Geometrie source absente.,Siof,,,,HUILERIE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
