base,schema,table,type_table,mode_detection,parametre_observe,parametre_normalise_auto,colonne_parametre,colonne_valeur,unite_detectee,volume_lignes,volume_valeurs_non_nulles,nb_valeurs_nulles,nb_valeurs_negatives,nb_valeurs_non_numeriques,min_valeur,max_valeur,premiere_date,derniere_date,exemple_valeur_1,exemple_valeur_2,exemple_valeur_3,source_origine,commentaire_auto
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,"Somme
cations_mg/l",somme cations mg/l,parametre_qualite,val_qual,mg/l,89,89,0,0,0,41.165,12128.6,2025-10-06,2025-12-01,"103,27","108,99","1096,36",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,K+,k+,parametre_qualite,val_qual,à confirmer,89,89,0,0,0,0.264,376,2025-10-06,2025-12-01,"0,264","0,434","0,547",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,TH,th,parametre_qualite,val_qual,à confirmer,89,89,0,0,0,6.41,600,2025-10-06,2025-12-01,11,170,"18,5",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,SF,sf,parametre_qualite,val_qual,à confirmer,89,89,0,0,54,0,65,2025-10-06,2025-12-01,0,"1,0.102","1,0.103",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,CT,ct,parametre_qualite,val_qual,à confirmer,89,89,0,0,61,0,80,2025-10-06,2025-12-01,0,"1,0.102","1,0.103",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,NO2- _Spectro.,no2- spectro.,parametre_qualite,val_qual,à confirmer,89,89,0,0,49,0.01,6.81,2025-10-06,2025-12-01,"<0,010","0,01","0,011",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,Bilan_Ionique,bilan ionique,parametre_qualite,val_qual,à confirmer,89,85,4,0,0,0.040490623,9.794268427,2025-10-06,2025-12-01,"0,040490623","0,081650383","0,201074888",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,TAC/TACs_°F,tac/tacs f,parametre_qualite,val_qual,à confirmer,89,89,0,0,1,6.7,79.4,2025-10-06,2025-12-01,"<2,0","10,8","11,3",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,"Somme
cations_meq/l",somme cations meq/l,parametre_qualite,val_qual,meq/l,89,89,0,0,0,2.313309288,569.7290418,2025-10-06,2025-12-01,"10,3140972","10,47535169","10,81953483",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,CO3,co3,parametre_qualite,val_qual,à confirmer,89,89,0,0,0,0,6.24,2025-10-06,2025-12-01,0,"6,24",,db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,Mn5,mn5,parametre_qualite,val_qual,à confirmer,88,88,0,0,80,0.067,0.448,2025-10-06,2025-12-01,"<0,050","0,067","0,084",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,Fe,fe,parametre_qualite,val_qual,à confirmer,78,78,0,0,32,0.02,2.99,2025-10-06,2025-12-01,"<0,050","0,02","0,043",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,MEST Filtr,mest filtr,parametre_qualite,val_qual,à confirmer,77,77,0,0,16,3.2,1484,2025-10-06,2025-11-20,"<3,11","10,6",102,db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,PO43-,po43-,parametre_qualite,val_qual,à confirmer,77,77,0,0,37,0.02,8.9,2025-10-06,2025-11-20,"<0,02","0,02","0,021",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,PT,pt,parametre_qualite,val_qual,à confirmer,77,77,0,0,30,0.057,14.1,2025-10-06,2025-11-20,"<0,05","0,057","0,059",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,"RS 
mesuré_à 105 °C",rs mesure a 105 c,parametre_qualite,val_qual,à confirmer,50,50,0,0,0,168,3596,2025-10-06,2025-12-01,1030,1043,1048,db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,IP,ip,parametre_qualite,val_qual,à confirmer,50,50,0,0,37,0.595,9.22,2025-10-06,2025-12-01,"<0,45","0,595","0,661",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,NTK Spectr,ntk spectr,parametre_qualite,val_qual,à confirmer,39,39,0,0,0,0.266,162,2025-10-07,2025-11-20,"0,266","0,289","0,378",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,DBO5,dbo5,parametre_qualite,val_qual,à confirmer,39,39,0,0,1,0.762,556,2025-10-07,2025-11-20,"<0,2","0,762","0,839",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,Fe2+,fe2+,parametre_qualite,val_qual,à confirmer,38,38,0,0,28,0.054,0.255,2025-10-06,2025-11-13,"<0,050","0,054","0,074",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,Chl a,chl a,parametre_qualite,val_qual,à confirmer,38,38,0,0,6,0.54,459,2025-10-06,2025-11-13,"<0,1","0,54","0,6",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,DCO,dco,parametre_qualite,val_qual,à confirmer,35,35,0,0,5,11.5,1121,2025-10-07,2025-11-20,"<8,10","11,5",1121,db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,"indice de phénol M:A
",indice de phenol m:a,parametre_qualite,val_qual,à confirmer,27,27,0,0,10,0.01,0.147,2025-10-08,2025-11-20,"<0,01","0,01","0,011",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,"Huiles
Graisses (H G T)",huiles graisses (h g t),parametre_qualite,val_qual,à confirmer,27,27,0,0,10,0.417,8.89,2025-10-08,2025-11-20,"<0,377","0,417","0,43",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,NTK Titri,ntk titri,parametre_qualite,val_qual,à confirmer,21,21,0,0,0,16.8,162,2025-10-07,2025-11-20,"117,6","16,8",162,db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,NH4+ 2,nh4+ 2,parametre_qualite,val_qual,à confirmer,17,17,0,0,0,21.8,154,2025-10-10,2025-11-19,154,"21,8",28,db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,"Cond 25°C *0,9*0,01
","cond 25c *0,9*0,01",parametre_qualite,val_qual,à confirmer,13,13,0,0,0,4.991868,157.08816,2025-10-07,2025-11-19,"10,023912","11,831832","13,348476",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,"Cond 25°C *1,1*0,01
","cond 25c *1,1*0,01",parametre_qualite,val_qual,à confirmer,13,13,0,0,0,6.101172,191.99664,2025-10-07,2025-11-19,"12,251448","14,461128","16,314804",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,"Cond
25°C",cond 25c,parametre_qualite,val_qual,à confirmer,13,13,0,0,0,554.652,17454.24,2025-10-07,2025-11-19,"1113,768","1314,648","1483,164",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,Plomb,plomb,parametre_qualite,val_qual,à confirmer,8,8,0,0,8,,,2025-10-08,2025-10-29,"<0,005","<0,010",,db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,Fer,fer,parametre_qualite,val_qual,à confirmer,8,8,0,0,0,0.0204,0.6993,2025-10-08,2025-10-29,"0,0204","0,0427","0,053",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,Mercure,mercure,parametre_qualite,val_qual,à confirmer,8,8,0,0,8,,,2025-10-08,2025-10-29,"<0,00025",,,db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,Nickel,nickel,parametre_qualite,val_qual,à confirmer,8,8,0,0,7,0.022,0.022,2025-10-08,2025-10-29,"<0,010","0,022",,db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,Cuivre,cuivre,parametre_qualite,val_qual,à confirmer,8,8,0,0,4,0.0056,0.0171,2025-10-08,2025-10-29,"<0,005","0,0056","0,011",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,Sélénium,selenium,parametre_qualite,val_qual,à confirmer,8,8,0,0,8,,,2025-10-08,2025-10-29,"<0,005","<0,010",,db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,Arsenic,arsenic,parametre_qualite,val_qual,à confirmer,8,8,0,0,8,,,2025-10-08,2025-10-29,"<0,005","<0,010",,db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,Chrome,chrome,parametre_qualite,val_qual,à confirmer,8,8,0,0,7,0.009,0.009,2025-10-08,2025-10-29,"<0,005","<0,010","0,009",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,Zinc,zinc,parametre_qualite,val_qual,à confirmer,8,8,0,0,4,0.0154,0.0501,2025-10-08,2025-10-29,"<0,010","0,0154","0,019",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,Cadmium,cadmium,parametre_qualite,val_qual,à confirmer,8,8,0,0,8,,,2025-10-08,2025-10-29,"<0,0005","<0,001",,db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,Cobalt,cobalt,parametre_qualite,val_qual,à confirmer,8,8,0,0,8,,,2025-10-08,2025-10-29,"<0,005","<0,010",,db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,pH au laboratoire,ph au laboratoire,parametre_qualite,val_qual,à confirmer,7,4,3,0,4,,,2025-10-06,2025-11-20,(*) Interférence probable des ions chlorures sur l'analyse de la DCO.,"(*) NM = Disque de secchi n'est pas mesuré, l'accès est difficile.",,db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,"DCO 
2h décant.",dco 2h decant.,parametre_qualite,val_qual,à confirmer,4,4,0,0,0,9.6,53.8,2025-10-08,2025-10-30,"15,4","19,2","53,8",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,PT DECANTE,pt decante,parametre_qualite,val_qual,à confirmer,4,0,4,0,0,,,2025-10-08,2025-10-30,,,,db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,"PT
 décant. 2h",pt decant. 2h,parametre_qualite,val_qual,à confirmer,4,4,0,0,0,0.292,3.84,2025-10-08,2025-10-30,"0,292","0,364","0,503",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,NO3-_Réduction Cd,no3- reduction cd,parametre_qualite,val_qual,à confirmer,4,4,0,0,0,0.057,3.55,2025-10-06,2025-10-30,"0,057","0,127","3,3",db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,NH4+  Titri,nh4+ titri,parametre_qualite,val_qual,à confirmer,2,2,0,0,0,5.04,21.84,2025-10-06,2025-10-28,"21,84","5,04",,db,
abh_sebou_070426,public,mesures_idp_2024_qualite_marche_cadre,qualité,colonne_parametre,Mn,mn,parametre_qualite,val_qual,à confirmer,2,2,0,0,2,,,2025-10-06,2025-10-06,"<0,050",,,db,
abh_sebou_070426,public,mesures_idp_2024_src_pollution_globale,pollution,colonne_parametre,Rejet,rejet,parametre,eau_ss_terr_mesures_periodiques_o_n,à confirmer,35,0,35,0,0,,,2024-09-14,2025-10-30,,,,db,
abh_sebou_070426,public,mesures_idp_2024_src_pollution_globale,pollution,colonne_parametre,Oued,oued,parametre,eau_ss_terr_mesures_periodiques_o_n,à confirmer,32,0,32,0,0,,,2024-09-13,2025-10-30,,,,db,
abh_sebou_070426,public,mesures_idp_2024_src_pollution_globale,pollution,colonne_parametre,A-B-C-D,a-b-c-d,parametre,eau_ss_terr_mesures_periodiques_o_n,à confirmer,21,0,21,0,0,,,2025-10-14,2025-12-09,,,,db,
abh_sebou_070426,public,mesures_idp_2024_src_pollution_globale,pollution,colonne_parametre,A-B-C-D-H-E,a-b-c-d-h-e,parametre,eau_ss_terr_mesures_periodiques_o_n,à confirmer,19,0,19,0,0,,,2025-10-30,2025-12-14,,,,db,
abh_sebou_070426,public,mesures_idp_2024_src_pollution_globale,pollution,colonne_parametre,F-G-D,f-g-d,parametre,eau_ss_terr_mesures_periodiques_o_n,à confirmer,13,0,13,0,0,,,2025-11-03,2025-12-13,,,,db,
abh_sebou_070426,public,mesures_idp_2024_src_pollution_globale,pollution,colonne_parametre,Forage,forage,parametre,eau_ss_terr_mesures_periodiques_o_n,à confirmer,5,4,1,0,4,,,2024-09-18,2025-10-30,Non,,,db,
abh_sebou_070426,public,mesures_idp_2024_src_pollution_globale,pollution,colonne_parametre,Source,source,parametre,eau_ss_terr_mesures_periodiques_o_n,à confirmer,4,3,1,0,3,,,2024-09-19,2025-10-28,Oui,,,db,
abh_sebou_070426,public,mesures_idp_2024_src_pollution_globale,pollution,colonne_parametre,Puits,puits,parametre,eau_ss_terr_mesures_periodiques_o_n,à confirmer,3,2,1,0,2,,,2024-09-18,2025-10-28,Non,,,db,
abh_sebou_070426,public,mesures_niv_eau_barrages,autre,colonne_large,niveau_eau_m_ngm,niveau eau m ngm,,niveau_eau_m_ngm,à confirmer,85166,85166,0,0,0,0,746.18,1996-12-01,2025-09-01,0,100.029,100.1,db,
abh_sebou_070426,public,mesures_niv_eau_barrages,autre,colonne_large,volume_mm3,volume mm3,,volume_mm3,à confirmer,85166,10136,75030,0,0,0,257.99,1996-12-01,2025-09-01,0,0.02,0.03,db,
abh_sebou_070426,public,mesures_niv_eau_barrages,autre,colonne_large,transfert_mm3,transfert mm3,,transfert_mm3,à confirmer,85166,8278,76888,0,0,0,4.216,1996-12-01,2025-09-01,0,0.001,0.002,db,
abh_sebou_070426,public,mesures_niv_eau_barrages,autre,colonne_large,apports_mm3,apports mm3,,apports_mm3,à confirmer,85166,85155,11,0,0,0,290.4521378,1996-12-01,2025-09-01,0,0.0001,0.00010574,db,
abh_sebou_070426,public,mesures_precipitations_jr,météo,colonne_large,ire_precipitation,ire precipitation,,ire_precipitation,à confirmer,669880,669880,0,0,669880,,,1,669880,1424/600,1496/600,1523/600,db,
abh_sebou_070426,public,mesures_precipitations_jr,météo,colonne_large,precipitation_jr,precipitation jr,,precipitation_jr,à confirmer,669880,507930,161950,0,0,0,420,1,669880,0,0.05,0.1,db,
abh_sebou_070426,public,mesures_precipitations_jr_max,météo,colonne_large,ire_precipitation,ire precipitation,,ire_precipitation,à confirmer,2085,2085,0,0,2085,,,1913,2024,1424/600,1496/600,1523/600,db,
abh_sebou_070426,public,mesures_precipitations_jr_traitees,météo,colonne_large,ire_precipitation,ire precipitation,,ire_precipitation,à confirmer,546007,546007,0,0,546007,,,1985-09-01,2024-08-31,1000/23,1213/22,1215/9,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,O2_diss,o2 diss,parametre_qualite,val_qual_barr,à confirmer,633,633,0,0,0,0.2,921.2,1988-10-14,2024-11-29,0.2,1.02,1.2,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,NO3-,no3-,parametre_qualite,val_qual_barr,à confirmer,596,596,0,0,0,0,51.66,1990-01-30,2024-11-20,0,0.01,0.013,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,Phosphore_Total,phosphore total,parametre_qualite,val_qual_barr,à confirmer,591,591,0,0,0,0.007,164,1988-10-14,2024-11-22,0.007,0.009,0.01,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,T_Air,t air,parametre_qualite,val_qual_barr,à confirmer,420,420,0,0,0,7,108,1988-10-14,2024-11-29,102,103.5,103.7,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,T_eau,t eau,parametre_qualite,val_qual_barr,à confirmer,420,420,0,0,0,6.4,81,1988-10-14,2024-11-29,10,11,11.5,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,ph,ph,parametre_qualite,val_qual_barr,à confirmer,420,420,0,0,0,6.8,660,1988-10-14,2024-11-29,10.1,10.35,10.4,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,Conductivite,conductivite,parametre_qualite,val_qual_barr,à confirmer,420,420,0,0,0,9.8,12260,1988-10-14,2024-11-29,1000,1002,10020,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,Chla,chla,parametre_qualite,val_qual_barr,à confirmer,417,417,0,0,0,0,228.3,1990-08-17,2024-11-25,0,0.0126,0.027,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,MES,mes,parametre_qualite,val_qual_barr,à confirmer,414,414,0,0,0,0,13480,1988-10-14,2024-11-29,0,1.48,1.6,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,PO4 3-,po4 3-,parametre_qualite,val_qual_barr,à confirmer,389,389,0,0,0,0,143,1990-08-17,2024-11-29,0,0.0013,0.002,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,SO4,so4,parametre_qualite,val_qual_barr,à confirmer,387,387,0,0,0,0.117,777,1992-06-05,2024-11-19,0.117,10,10.51,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,Mn,mn,parametre_qualite,val_qual_barr,à confirmer,290,290,0,0,0,0.014,8.307,1991-11-22,2024-11-27,0.014,0.015,0.016,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,Disque_secchi,disque secchi,parametre_qualite,val_qual_barr,à confirmer,279,279,0,0,0,0.1,380,1990-08-17,2024-11-29,0.1,0.15,0.25,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,NH4,nh4,parametre_qualite,val_qual_barr,à confirmer,232,232,0,0,0,0.002,4.699,1990-01-30,2024-11-29,0.002,0.004,0.005,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,Fe,fe,parametre_qualite,val_qual_barr,à confirmer,186,186,0,0,0,0.019,5.58,1991-11-22,2024-11-27,0.019,0.02,0.0335,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,Cl,cl,parametre_qualite,val_qual_barr,à confirmer,153,153,0,0,0,2,2742,1990-01-30,2024-11-19,101.8,102.4,103,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,Azote_tot_kjeldhal,azote tot kjeldhal,parametre_qualite,val_qual_barr,à confirmer,147,147,0,0,0,0.018,12.95,1988-10-14,2011-10-03,0.018,0.039,0.044,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,Turbidite,turbidite,parametre_qualite,val_qual_barr,à confirmer,143,143,0,0,0,1.7,16800,1990-08-17,2024-06-12,1.7,10,1006,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,CF,cf,parametre_qualite,val_qual_barr,à confirmer,139,139,0,0,0,0,160000,1988-10-14,2024-11-20,0,10,100,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,DBO5,dbo5,parametre_qualite,val_qual_barr,à confirmer,138,138,0,0,0,0.2,23,1988-10-14,2020-07-08,0.2,0.25,0.273,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,DCO,dco,parametre_qualite,val_qual_barr,à confirmer,137,137,0,0,0,2.77,199,1988-10-14,2020-07-08,10,10.6,109,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,CT,ct,parametre_qualite,val_qual_barr,à confirmer,135,135,0,0,0,0,1876000,1988-10-14,2024-11-20,0,10,100,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,NO2-,no2-,parametre_qualite,val_qual_barr,à confirmer,134,134,0,0,0,0,1.952,1991-11-22,2020-07-08,0,0.001,0.003,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,SF,sf,parametre_qualite,val_qual_barr,à confirmer,134,134,0,0,0,0,89000,1988-10-14,2024-11-20,0,1.34,10,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,Mg,mg,parametre_qualite,val_qual_barr,à confirmer,130,130,0,0,0,0.02,96,1992-06-05,2020-07-08,0.02,11.4,12.39,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,K,k,parametre_qualite,val_qual_barr,à confirmer,129,129,0,0,0,0.41,74.2,1992-06-05,2020-07-08,0.41,0.45,0.48,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,sat,sat,parametre_qualite,val_qual_barr,à confirmer,128,128,0,0,0,3,941.2,1988-10-14,2006-04-26,101,104,104.5,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,HCO3-,hco3-,parametre_qualite,val_qual_barr,à confirmer,128,128,0,0,0,0,878.8,1992-06-05,2020-07-08,0,107.4,109.8,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,NA,na,parametre_qualite,val_qual_barr,à confirmer,128,128,0,0,0,0.02,460,1992-06-05,2020-07-08,0.02,1,100.9,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,Ca,ca,parametre_qualite,val_qual_barr,à confirmer,126,126,0,0,0,19,260,1992-06-05,2020-07-08,102.6,104.2,112.2,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,CO3,co3,parametre_qualite,val_qual_barr,à confirmer,120,120,0,0,0,0,145.7,1992-06-05,2020-07-08,0,1.2,117,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,FeT,fet,parametre_qualite,val_qual_barr,à confirmer,94,94,0,0,0,0.025,2.5,2002-02-18,2020-07-14,0.025,0.05,0.063,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,TAC,tac,parametre_qualite,val_qual_barr,à confirmer,71,71,0,0,0,2.8,1053,1994-05-30,2020-07-08,1053,12,12.4,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,TA,ta,parametre_qualite,val_qual_barr,à confirmer,70,70,0,0,0,0,3,1994-05-30,2020-07-08,0,0.2,0.25,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,TH,th,parametre_qualite,val_qual_barr,à confirmer,50,50,0,0,0,0,1057.5156,1993-04-15,2020-07-08,0,100.84,1056.9989,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,SiO3,sio3,parametre_qualite,val_qual_barr,à confirmer,37,37,0,0,0,0.5,30.06,1991-11-22,2003-11-17,0.5,0.839,0.89,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,Pheopigment,pheopigment,parametre_qualite,val_qual_barr,à confirmer,37,37,0,0,0,0.0001,31.87,1995-06-02,2009-11-10,0.0001,0.0002,0.0009,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,PTD,ptd,parametre_qualite,val_qual_barr,à confirmer,15,15,0,0,0,0.08,80.7,1995-06-02,2009-11-10,0.08,22.8,26.3,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,PTP,ptp,parametre_qualite,val_qual_barr,à confirmer,15,15,0,0,0,0.03,80.7,1995-06-02,2009-11-10,0.03,22.8,26.3,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,Profondeur,profondeur,parametre_qualite,val_qual_barr,à confirmer,13,13,0,0,0,0,55,1991-11-22,2004-01-21,0,0.2,0.35,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,IBD,ibd,parametre_qualite,val_qual_barr,à confirmer,13,13,0,0,0,0,16.422,2003-06-03,2009-09-10,0,11.054,13.411,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,Azote_Total,azote total,parametre_qualite,val_qual_barr,à confirmer,11,11,0,0,0,0.133,5.04,2013-09-16,2020-07-08,0.133,0.175,0.302,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,Debit,debit,parametre_qualite,val_qual_barr,à confirmer,8,8,0,0,0,0.047,5050,1988-10-14,1992-06-05,0.047,0.332,154,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,Eh,eh,parametre_qualite,val_qual_barr,à confirmer,6,6,0,0,0,129,801,1990-08-17,1991-11-25,129,359,360,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,MO,mo,parametre_qualite,val_qual_barr,à confirmer,6,6,0,0,0,0,7.6,1994-11-03,2005-06-27,0,7.6,,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,Largeur,largeur,parametre_qualite,val_qual_barr,à confirmer,5,5,0,0,0,0.9,20,2003-06-06,2004-10-08,0.9,10,2.5,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,F_M_mes,f m mes,parametre_qualite,val_qual_barr,à confirmer,3,3,0,0,0,0.059,55.4,1996-05-29,2006-04-20,0.059,38.4,55.4,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,IBGN,ibgn,parametre_qualite,val_qual_barr,à confirmer,3,3,0,0,0,9,15,2009-03-16,2009-09-10,13,15,9,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,S2,s2,parametre_qualite,val_qual_barr,à confirmer,2,2,0,0,0,0,0.026,2003-06-10,2005-07-28,0,0.026,,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,phenol,phenol,parametre_qualite,val_qual_barr,à confirmer,2,2,0,0,0,0.02,7.09,2007-01-12,2024-11-13,0.02,7.09,,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,FM,fm,parametre_qualite,val_qual_barr,à confirmer,1,1,0,0,0,38.4,38.4,1996-05-29,1996-05-29,38.4,,,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,Couleur,couleur,parametre_qualite,val_qual_barr,à confirmer,1,1,0,0,0,0.073,0.073,2004-10-07,2004-10-07,0.073,,,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,Azote_Org,azote org,parametre_qualite,val_qual_barr,à confirmer,1,1,0,0,0,0.25,0.25,2003-11-13,2003-11-13,0.25,,,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,HCT,hct,parametre_qualite,val_qual_barr,à confirmer,1,1,0,0,0,9.55,9.55,2007-01-12,2007-01-12,9.55,,,db,
abh_sebou_070426,public,mesures_qualite_barrages,qualité,colonne_parametre,RS105,rs105,parametre_qualite,val_qual_barr,à confirmer,1,1,0,0,0,300,300,1990-01-30,1990-01-30,300,,,db,
