base,schema,table,type_table,mode_detection,parametre_observe,parametre_normalise_auto,colonne_parametre,colonne_valeur,unite_detectee,volume_lignes,volume_valeurs_non_nulles,nb_valeurs_nulles,nb_valeurs_negatives,nb_valeurs_non_numeriques,min_valeur,max_valeur,premiere_date,derniere_date,exemple_valeur_1,exemple_valeur_2,exemple_valeur_3,source_origine,commentaire_auto,qualite_detection
abh_sad,metadata,referentiel_parametre,metadata,metadata,SO4,so4,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Azote_tot_kjeld,azote tot kjeld,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Cobalt,cobalt,libelle,,mg/L,1,,,,,,,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,FeT,fet,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Evaporation,evaporation,libelle,,mm,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Vanadium,vanadium,libelle,,mg/L,1,,,,,,,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,PO4 3-,po4 3-,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,S2,s2,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,RS105,rs105,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Eh,eh,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Argent,argent,libelle,,mg/L,1,,,,,,,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,NO2-,no2-,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Azote_Total,azote total,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Mercure,mercure,libelle,,mg/L,1,,,,,,,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,IBGN,ibgn,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Detergent,detergent,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,TAC,tac,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,DCO_dec2h,dco dec2h,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,MO,mo,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,F_M_mes,f m mes,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Cuivre,cuivre,libelle,,mg/L,1,,,,,,,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Température moyenne,temperature moyenne,libelle,,°C,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Beryllium,beryllium,libelle,,mg/L,1,,,,,,,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,NH4,nh4,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,sat,sat,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Aluminium,aluminium,libelle,,mg/L,1,,,,,,,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Chrome_total,chrome total,libelle,,mg/L,1,,,,,,,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Largeur,largeur,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,O2_diss,o2 dissous,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Profondeur,profondeur,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,PTP,pt,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Chla,chla,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,K,k,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,SF,sf,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Thallium,thallium,libelle,,mg/L,1,,,,,,,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Antimoine,antimoine,libelle,,mg/L,1,,,,,,,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,TH,th,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Huiles_Graisses,huiles graisses,libelle,,mg/L,1,,,,,,,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,HCT,hct,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,S,s,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Cl,cl,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,T_Air,t air,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Conductivite,conductivite,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Lâcher barrage,lacher barrage,libelle,,m3/s,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Phosphore_Total,phosphore total,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,SiO3,sio3,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Azote_Org,azote org,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,TA,ta,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Pheopigment,pheopigment,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Cadmium,cadmium,libelle,,mg/L,1,,,,,,,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Debit,debit,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,Précipitation,precipitation,libelle,,mm,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,DCO,dco,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,metadata,referentiel_parametre,metadata,metadata,PTD,pt,libelle,,à confirmer,1,,,,,,,2026-04-03 11:40:39.933573+00,2026-04-03 11:40:39.933573+00,,,,metadata,référentiel métier,forte
abh_sad,meteo,mesure_precipitation_annuelle_max,météo,colonne_large,annee_hydrologique_calculee,annee hydrologique calculee,,annee_hydrologique_calculee,à confirmer,2085,1915,170,0,0,1913,2024,1913,2024,1913,1914,1916,db,mesure métier en table large,forte
abh_sad,meteo,mesure_precipitation_annuelle_max,météo,colonne_large,annee_hydrologique_debut_mois,annee hydrologique debut mois,,annee_hydrologique_debut_mois,à confirmer,2085,2085,0,0,0,9,9,1913,2024,9,,,db,mesure métier en table large,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,O2_diss,o2 dissous,parametre_qualite,valeur,à confirmer,633,633,0,0,0,0.2,921.2,1988-10-14 00:00:00+00,2024-11-29 00:00:00+00,0.2,1.02,1.2,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,T_eau,temperature eau,parametre_qualite,valeur,à confirmer,602,602,0,0,0,6.4,81,1988-10-14 00:00:00+00,2025-09-22 00:00:00+00,10,11,11.5,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,NO3-,no3-,parametre_qualite,valeur,à confirmer,596,596,0,0,0,0,51.66,1990-01-30 00:00:00+00,2024-11-20 00:00:00+00,0,0.01,0.013,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Phosphore_Total,phosphore total,parametre_qualite,valeur,à confirmer,591,591,0,0,0,0.007,164,1988-10-14 00:00:00+00,2024-11-22 00:00:00+00,0.007,0.009,0.01,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,T_Air,t air,parametre_qualite,valeur,à confirmer,420,420,0,0,0,7,108,1988-10-14 00:00:00+00,2024-11-29 00:00:00+00,102,103.5,103.7,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,ph,ph,parametre_qualite,valeur,à confirmer,420,420,0,0,0,6.8,660,1988-10-14 00:00:00+00,2024-11-29 00:00:00+00,10.1,10.35,10.4,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Conductivite,conductivite,parametre_qualite,valeur,à confirmer,420,420,0,0,0,9.8,12260,1988-10-14 00:00:00+00,2024-11-29 00:00:00+00,1000,1002,10020,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Chla,chla,parametre_qualite,valeur,à confirmer,417,417,0,0,0,0,228.3,1990-08-17 00:00:00+00,2024-11-25 00:00:00+00,0,0.0126,0.027,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,MES,mes,parametre_qualite,valeur,à confirmer,414,414,0,0,0,0,13480,1988-10-14 00:00:00+00,2024-11-29 00:00:00+00,0,1.48,1.6,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,PO4 3-,po4 3-,parametre_qualite,valeur,à confirmer,389,389,0,0,0,0,143,1990-08-17 00:00:00+00,2024-11-29 00:00:00+00,0,0.0013,0.002,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,SO4,so4,parametre_qualite,valeur,à confirmer,387,387,0,0,0,0.117,777,1992-06-05 00:00:00+00,2024-11-19 00:00:00+00,0.117,10,10.51,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Mn,mn,parametre_qualite,valeur,à confirmer,290,290,0,0,0,0.014,8.307,1991-11-22 00:00:00+00,2024-11-27 00:00:00+00,0.014,0.015,0.016,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Disque_secchi,disque secchi,parametre_qualite,valeur,à confirmer,279,279,0,0,0,0.1,380,1990-08-17 00:00:00+00,2024-11-29 00:00:00+00,0.1,0.15,0.25,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,NH4,nh4,parametre_qualite,valeur,à confirmer,232,232,0,0,0,0.002,4.699,1990-01-30 00:00:00+00,2024-11-29 00:00:00+00,0.002,0.004,0.005,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Fe,fe,parametre_qualite,valeur,à confirmer,186,186,0,0,0,0.019,5.58,1991-11-22 00:00:00+00,2024-11-27 00:00:00+00,0.019,0.02,0.0335,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,O2dissous(mgd'O2/l),o2dissous mgd'o2/l,parametre_qualite,valeur,à confirmer,182,182,0,0,0,4.14,16.3,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,10,10.04,10.12,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Indicedephénol(mg/l),indicedephenol mg/l,parametre_qualite,valeur,à confirmer,182,182,0,0,0,0.01,0.2,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.01,0.011,0.012,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,pH,ph,parametre_qualite,valeur,à confirmer,182,182,0,0,0,7.3,8.8,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,7.3,7.5,7.6,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Nickel(mg)/l,nickel mg /l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.01,0.01,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.01,,,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Litium(mg/l),litium mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.0069,0.0643,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.0069,0.0086,0.0117,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,SiO2(mg/l),sio2 mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.709,7.99,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.709,0.858,1.38,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Cobalt(mg/l)),cobalt mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.005,0.005,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,,,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Manganèse(mg/l),manganese mg/l,parametre_qualite,valeur,à confirmer,182,180,2,0,0,0.005,0.137,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,0.05,0.064,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Fer(mg/l),fer mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.05,0.263,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.05,0.062,0.086,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Bore(mg/l),bore mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.058,0.157,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.058,0.06,0.066,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,DisquedeSecchi(m),disquedesecchi m,parametre_qualite,valeur,à confirmer,182,91,91,0,0,0.01,1.2,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.01,0.15,0.2,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,SO4(mg/l),so4 mg/l,parametre_qualite,valeur,à confirmer,182,180,2,0,0,0.281,248,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.281,0.285,101,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,NO3-(mg/l),no3- mg/l,parametre_qualite,valeur,à confirmer,182,180,2,0,0,0.892,81.7,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.892,0.948,1.106,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Zinc(mg/l),zinc mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.01,0.0211,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.01,0.0123,0.0167,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Molybdène(mg/l),molybdene mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.01,0.01,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.01,,,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Cadmium(mg/l),cadmium mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.0005,0.0005,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.0005,,,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,T_air,t air,parametre_qualite,valeur,à confirmer,182,182,0,0,0,9,42,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,11,13,14,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Plomb(mg/l),plomb mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.005,0.005,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,,,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Conductivitéà20°C(µs/cm),conductivite s/cm,parametre_qualite,valeur,à confirmer,182,182,0,0,0,676,3160,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,1011,1015,1016,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,PO43-(mgP/l),po43- mgp/l,parametre_qualite,valeur,à confirmer,182,182,0,0,0,0.02,0.32,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.02,0.021,0.022,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,MEST(mg/l),mest mg/l,parametre_qualite,valeur,à confirmer,182,182,0,0,0,6.8,47431,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,10.1,10.3,10.4,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Chl.A(µg/l),chl.a g/l,parametre_qualite,valeur,à confirmer,182,180,2,0,0,0.1,68.4,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.1,1.08,1.35,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,IP(mgO2/l),ip mgo2/l,parametre_qualite,valeur,à confirmer,182,88,94,0,0,0.80334728,3.49,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.80334728,0.856,1.316872428,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,NH4+(mgNH4+/l),nh4+ mgnh4+/l,parametre_qualite,valeur,à confirmer,182,182,0,0,0,0.02,3.27,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.02,0.021,0.023142857,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Aluminium(mg/l),aluminium mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.01,0.2478,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.01,0.0192,0.0216,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Beryllium(mg/l),beryllium mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.005,0.005,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,,,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Chrome(mg/l),chrome mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.005,0.005,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,,,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Sélénium(mg/l),selenium mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.005,0.005,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,,,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,PT(mgP/l),pt mgp/l,parametre_qualite,valeur,à confirmer,182,178,4,0,0,0.05,0.691,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.05,0.051,0.053,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Cl-(mg/l),cl- mg/l,parametre_qualite,valeur,à confirmer,182,92,90,0,0,123,634,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,123,127,128,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,CF(UFC/100mL),cf ufc/100ml,parametre_qualite,valeur,à confirmer,182,88,94,0,0,0,110000,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0,10,100,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Ferdissous(mg/l),ferdissous mg/l,parametre_qualite,valeur,à confirmer,182,180,2,0,0,0.005,0.522,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,0.01,0.018,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Cuivre(mg/l),cuivre mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.005,0.0217,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,0.0052,0.0101,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Arsenic(mg/l),arsenic mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.005,0.005,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,,,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Vanadium(mg/l),vanadium mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.005,0.01,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,0.01,,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Mercure(mg/l),mercure mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.00025,0.564,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.00025,0.564,,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,F-(mg/l),f- mg/l,parametre_qualite,valeur,à confirmer,181,22,159,0,0,0.168,0.564,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.168,0.178,0.204,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,CN(mg/l),cn mg/l,parametre_qualite,valeur,à confirmer,179,22,157,0,0,0.02,0.02,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.02,,,db,paramètre qualité métier,forte
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,Cl,cl,parametre_qualite,valeur,à confirmer,153,153,0,0,0,2,2742,1990-01-30 00:00:00+00,2024-11-19 00:00:00+00,101.8,102.4,103,db,paramètre qualité métier,forte
