source_schema,source_table,source_column_parametre,source_column_valeur,parametre_source,parametre_source_normalise,parametre_standard_metier,code_parametre_canonique,mapping_status,mapping_confidence,unite_source,unite_source_resolue,unite_standard,statut_unite,conversion_regle,regle_parsing,qa_flags,scope_migration,volume_total,nb_non_numerique,exemples_valeurs,action_migration,commentaire_preparation
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Carbone_org,carbone_org,Matiere_Organique,MO,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED | ATTR_MATIERE_ORGANIQUE,MESURE,2,0,valeur=0; date=1994-07-06; point=1508/9 || valeur=0; date=1994-07-11; point=3502/8,MIGRER_AVEC_FLAG,MO interprété comme Matière organique / Carbone organique selon retour métier.
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,CF,cf,CF,CF,MAPPED,0.95,UFC/100mL,UFC/100 mL,UFC/100 mL,UNIT_OK,aucune,numeric_microbio + decimal_comma + scientific_notation + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK | NON_NUMERIC_PRESENT,MESURE,89,52,"valeur=30; date=2025-10-06; point=FORAGE ABD NBI BOUTABEQ || valeur=0; date=2025-10-06; point=PUITS DAR BEL GHAZI || valeur=2,9.103; date=2025-10-06; point=PUITS KBIR BOUTARTA",MIGRER_AVEC_FLAG,
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,Cd,cd,Cd,CD,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,5,0,valeur=0.001; date=1991-03-22; point=1161/15 || valeur=0; date=1991-03-26; point=160/15 || valeur=0.015; date=1991-03-27; point=2881/15,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Cd,cd,Cd,CD,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,274,0,valeur=0.001; date=1990-02-07; point=609/9 || valeur=0.001; date=1990-02-12; point=2401/14 || valeur=0.0004; date=1990-03-21; point=669/22,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,NO2- _Spectro.,no2_spectro,NO2-,NO2,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + conversion_ugL_vers_mgL_si_detectee + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_CONVERSION_UGL_TO_MGL_IF_DETECTED | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,89,49,"valeur=<0,010; date=2025-10-06; point=FORAGE ABD NBI BOUTABEQ || valeur=<0,010; date=2025-10-06; point=PUITS DAR BEL GHAZI || valeur=0,036; date=2025-10-06; point=PUITS KBIR BOUTARTA",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,Ag,ag,Ag,AG,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,46,46,"valeur=<0,010; date=2024-09-13; point=S8 (Aval Ferme Agricole sidi kamel) || valeur=<0,010; date=2024-09-18; point=S29 (Aval_Conf_Rejet_Douar Ouled Jrir || valeur=<0,010; date=2024-09-18; point=S30 (Aval_Conf_Rejet_SHZ (Sidi Harazem)",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_barrages,parametre_qualite,val_qual_barr,CF,cf,CF,CF,MAPPED,0.95,UFC/100mL,UFC/100 mL,UFC/100 mL,UNIT_OK,aucune,numeric_microbio + decimal_comma + scientific_notation + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,139,0,valeur=200; date=1988-10-14; point=788/21 || valeur=140; date=1989-03-24; point=788/21 || valeur=260; date=1990-08-17; point=788/21,MIGRER,
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,CF,cf,CF,CF,MAPPED,0.95,UFC/100mL,UFC/100 mL,UFC/100 mL,UNIT_OK,aucune,numeric_microbio + decimal_comma + scientific_notation + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,2643,0,valeur=2; date=1988-10-03; point=1652/22 || valeur=1300; date=1988-10-19; point=1475/9 || valeur=2; date=1989-03-31; point=2528/15,MIGRER,
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,CF,cf,CF,CF,MAPPED,0.95,UFC/100mL,UFC/100 mL,UFC/100 mL,UNIT_OK,aucune,numeric_microbio + decimal_comma + scientific_notation + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,1953,0,valeur=6000000; date=1988-09-20; point=2817/15 || valeur=1500; date=1988-10-05; point=2496/15 || valeur=390; date=1988-10-06; point=1236/14,MIGRER,
staging,raw_types_mesures,parametre_qualite,,CF,cf,CF,CF,MAPPED,0.95,UFC/100mL,UFC/100 mL,UFC/100 mL,UNIT_OK,aucune,numeric_microbio + decimal_comma + scientific_notation + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK | REFERENCE_ONLY,REFERENCE,1,0,colonne_valeur_absente,QUARANTAINE,Ligne de référentiel/source sans colonne valeur ; hors lot de migration des mesures.
staging,raw_suivi_qualite_brg_garde_hebdo,parametre_qualite,val_qual_brg_garde_hebdo,CF(UFC/100mL),cf_ufc_100ml,CF,CF,MAPPED,0.95,UFC/100mL,UFC/100 mL,UFC/100 mL,UNIT_OK,aucune,numeric_microbio + decimal_comma + scientific_notation + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,182,0,valeur=34; date=2024-11-20; point=n/a || valeur=100; date=2025-02-17; point=n/a || valeur=14; date=2024-12-04; point=n/a,MIGRER,
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Chl,chl,Chla,CHLA,MAPPED,0.95,à confirmer,µg/L,µg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,2,0,valeur=0; date=1994-10-06; point=2244/15 || valeur=0; date=1994-10-17; point=609/9,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,As,as,As,AS,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,46,46,"valeur=<0,005; date=2024-09-13; point=S8 (Aval Ferme Agricole sidi kamel) || valeur=<0,005; date=2024-09-18; point=S29 (Aval_Conf_Rejet_Douar Ouled Jrir || valeur=<0,005; date=2024-09-18; point=S30 (Aval_Conf_Rejet_SHZ (Sidi Harazem)",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_suivi_qualite_brg_garde_hebdo,parametre_qualite,val_qual_brg_garde_hebdo,Chl.A(µg/l),chl_a_ug_l,Chla,CHLA,MAPPED,0.95,µg/l,mg/L,µg/L,UNIT_CONVERTED,value / 1000,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK | UNIT_CONVERTED,MESURE,182,0,valeur=8.64; date=2024-01-03; point=n/a || valeur=37.13; date=2024-01-10; point=n/a || valeur=16.87; date=2024-01-17; point=n/a,MIGRER_AVEC_FLAG,Conversion d’unité à appliquer lors du chargement contrôlé.
staging,raw_mesures_qualite_barrages,parametre_qualite,val_qual_barr,Chla,chla,Chla,CHLA,MAPPED,0.95,µg/L,mg/L,µg/L,UNIT_CONVERTED,value / 1000,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK | UNIT_CONVERTED,MESURE,417,0,valeur=9.1; date=1990-08-17; point=788/21 || valeur=1.1; date=1991-09-27; point=788/21 || valeur=1; date=1991-10-29; point=3907/14,MIGRER_AVEC_FLAG,Conversion d’unité à appliquer lors du chargement contrôlé.
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,Chla,chla,Chla,CHLA,MAPPED,0.95,µg/L,mg/L,µg/L,UNIT_CONVERTED,value / 1000,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK | UNIT_CONVERTED,MESURE,7,0,valeur=0.07; date=1990-09-20; point=1182/14 || valeur=1.91; date=1991-10-03; point=788/22 || valeur=0; date=2000-07-04; point=2997/15,MIGRER_AVEC_FLAG,Conversion d’unité à appliquer lors du chargement contrôlé.
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Chla,chla,Chla,CHLA,MAPPED,0.95,µg/L,mg/L,µg/L,UNIT_CONVERTED,value / 1000,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK | UNIT_CONVERTED,MESURE,180,0,valeur=2; date=1988-10-06; point=1540/15 || valeur=19.5; date=1989-03-23; point=1540/15 || valeur=6.3; date=1989-04-02; point=3396/15,MIGRER_AVEC_FLAG,Conversion d’unité à appliquer lors du chargement contrôlé.
staging,raw_types_mesures,parametre_qualite,,Chla,chla,Chla,CHLA,MAPPED,0.95,µg/L,mg/L,µg/L,UNIT_CONVERTED,value / 1000,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK | UNIT_CONVERTED | REFERENCE_ONLY,REFERENCE,1,0,colonne_valeur_absente,QUARANTAINE,Ligne de référentiel/source sans colonne valeur ; hors lot de migration des mesures.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,Se,se,Se,SE,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,46,46,"valeur=<0,005; date=2024-09-13; point=S8 (Aval Ferme Agricole sidi kamel) || valeur=<0,005; date=2024-09-18; point=S29 (Aval_Conf_Rejet_Douar Ouled Jrir || valeur=<0,005; date=2024-09-18; point=S30 (Aval_Conf_Rejet_SHZ (Sidi Harazem)",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_suivi_qualite_brg_garde_hebdo,parametre_qualite,val_qual_brg_garde_hebdo,Chrome(mg/l),chrome_mg_l,Cr,CR,MAPPED,0.95,mg/l,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,182,0,valeur=0.005; date=2024-11-20; point=n/a || valeur=0.005; date=2024-12-11; point=n/a || valeur=0.005; date=2025-01-08; point=n/a,MIGRER,
staging,raw_mesures_qualite_barrages,parametre_qualite,val_qual_barr,Cl,cl,Cl-,CL,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,153,0,valeur=50; date=1990-01-30; point=788/21 || valeur=231; date=1990-08-17; point=788/21 || valeur=43; date=1991-09-27; point=788/21,MIGRER,
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,Cl,cl,Cl-,CL,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,2624,0,valeur=227.1; date=1988-10-03; point=1652/22 || valeur=221; date=1989-03-31; point=2528/15 || valeur=69.8; date=1990-09-20; point=1182/14,MIGRER,
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Cl,cl,Cl-,CL,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,1889,0,valeur=148.9; date=1988-10-05; point=2496/15 || valeur=538; date=1988-10-06; point=1236/14 || valeur=123.2; date=1989-03-23; point=609/9,MIGRER,
staging,raw_types_mesures,parametre_qualite,,Cl,cl,Cl-,CL,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK | REFERENCE_ONLY,REFERENCE,1,0,colonne_valeur_absente,QUARANTAINE,Ligne de référentiel/source sans colonne valeur ; hors lot de migration des mesures.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,Cl-,cl,Cl-,CL,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,189,0,valeur=9005; date=2024-09-13; point=S1 (Aval_conf_Rejet_MOG (Mograne) || valeur=189; date=2024-09-13; point=S2 (Barrage de garde) || valeur=163; date=2024-09-13; point=S3 (Station Pompage Ferme (Amont Bge de garde),MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_suivi_qualite_brg_garde_hebdo,parametre_qualite,val_qual_brg_garde_hebdo,Cl-(mg/l),cl_mg_l,Cl-,CL,MAPPED,0.95,mg/l,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,182,0,valeur=261; date=2024-01-03; point=n/a || valeur=185; date=2024-01-10; point=n/a || valeur=234; date=2024-01-17; point=n/a,MIGRER,
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,Cl-_IC,cl_ic,Cl-,CL,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,127,0,"valeur=64,9; date=2025-10-06; point=FORAGE ABD NBI BOUTABEQ || valeur=56,2; date=2025-10-06; point=PUITS DAR BEL GHAZI || valeur=316; date=2025-10-06; point=DAYAT FOUARATE",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Cl2_res,cl2_res,Cl2_res,CL2_RES,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,2,0,valeur=0; date=1994-07-06; point=1508/9 || valeur=0; date=1994-07-11; point=3502/8,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Clostri_sul_redu,clostri_sul_redu,Clostri,CLOSTRI,MAPPED,0.95,à confirmer,spores/100 mL,spores/100 mL,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,2,0,valeur=0; date=1994-07-06; point=1508/9 || valeur=0; date=1994-07-11; point=3502/8,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,CN,cn,CN-,CN,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,3,0,valeur=0.0057; date=1991-03-22; point=1161/15 || valeur=0.0073; date=1991-03-26; point=160/15 || valeur=0.003; date=1993-08-10; point=897/16,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,CN,cn,CN-,CN,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,124,0,valeur=0.004; date=1990-02-05; point=3261/14 || valeur=0.003; date=1990-02-07; point=609/9 || valeur=0.0005; date=1990-02-08; point=633/8,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_suivi_qualite_brg_garde_hebdo,parametre_qualite,val_qual_brg_garde_hebdo,CN(mg/l),cn_mg_l,CN-,CN,MAPPED,0.95,mg/l,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,179,0,valeur=0.02; date=2024-11-20; point=n/a || valeur=0.02; date=2024-12-11; point=n/a || valeur=0.02; date=2025-01-08; point=n/a,MIGRER,
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,Be,be,Be,BE,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,45,45,"valeur=<0,005; date=2024-09-13; point=S8 (Aval Ferme Agricole sidi kamel) || valeur=<0,005; date=2024-09-18; point=S29 (Aval_Conf_Rejet_Douar Ouled Jrir || valeur=<0,005; date=2024-09-18; point=S30 (Aval_Conf_Rejet_SHZ (Sidi Harazem)",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,Co,co,Co,CO,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,2,0,valeur=19; date=1994-07-13; point=1024/14 || valeur=19; date=1994-08-03; point=519/21,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Co,co,Co,CO,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,110,0,valeur=19; date=1994-07-06; point=1508/9 || valeur=19; date=1994-07-11; point=3502/8 || valeur=0; date=1997-02-27; point=2263/15,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,CO2_libre,co2_libre,CO2_libre,CO2_LIBRE,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,2,0,valeur=0; date=1994-07-06; point=1508/9 || valeur=0; date=1994-07-11; point=3502/8,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,CO3,co3,CO3²-,CO3,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,32,0,valeur=0; date=2024-09-18; point=BMR_DOM_PE1 (Forage CHELIK Arbi) || valeur=0; date=2024-09-18; point=SAT_DEC_PE1 (Puits youness CHOUA) || valeur=0; date=2024-09-19; point=SHZ_DOM2_PE1 (Source Skhinate (Nakhla),MIGRER,
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,CO3,co3,CO3²-,CO3,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,89,0,valeur=0; date=2025-10-06; point=FORAGE ABD NBI BOUTABEQ || valeur=0; date=2025-10-06; point=PUITS DAR BEL GHAZI || valeur=0; date=2025-10-06; point=PUITS KBIR BOUTARTA,MIGRER,
staging,raw_mesures_qualite_barrages,parametre_qualite,val_qual_barr,CO3,co3,CO3²-,CO3,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,120,0,valeur=117; date=1992-06-05; point=788/21 || valeur=0; date=1993-04-15; point=788/21 || valeur=0; date=1994-05-30; point=3546/8,MIGRER,
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,CO3,co3,CO3²-,CO3,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,2552,0,valeur=0; date=1991-03-27; point=2881/15 || valeur=0; date=1991-03-28; point=2043/15 || valeur=0; date=1992-02-08; point=2881/15,MIGRER,
