node_id,geom
434,01010000204F6600002A4E493EE1D41D41539A9FE7B82A1B41
435,01010000204F66000082E537E17BBD1D41B9D8356DEB6E1B41
436,01010000204F66000007616A8D2E6D1C4184ABD594669B1A41
437,01010000204F660000804469EFE0401C4140B4C8F62D2F1A41
438,01010000204F660000CBDB1B1B79891C412A3102011AAE1A41
439,01010000204F660000FC1234BB5CD41D416DF63DE72F261C41
440,01010000204F6600008C11D42917AC1D41E2297C57ECF81B41
441,01010000204F660000181DD2DA7D781E415EF378D338321C41
442,01010000204F66000000F016C8D084214140333373E8031B41
443,01010000204F66000000D6C52D3DAB1E4140BF7D9DE3451C41
444,01010000204F660000004ED191C5911E41C0E8482E1D571C41
445,01010000204F66000040ECC0B9A506204100F46C168BE91C41
446,01010000204F660000009487053A811F4180832FCC57391C41
447,01010000204F66000080CC5D0BBC601F41406EA301B3491D41
448,01010000204F66000080E61DA7545E1F41A04694B6D7901C41
449,01010000204F66000000D9CE37408B1F41C0A223B952191D41
450,01010000204F660000005839B43EF11B4100295C0FECA91C41
451,01010000204F66000080E5616123231F41C0DD24C6282A1D41
452,01010000204F660000000000400D471F418009F9E0C2C31C41
453,01010000204F66000080DA8AFD8D5C1F410044FA6DF6981D41
454,01010000204F66000000DFE0CBF6691B4140EF38055AA31C41
455,01010000204F66000080B4373892601B4180006F41AE6E1C41
456,01010000204F66000080AA6054E09D1B4180E09C113EBB1C41
457,01010000204F66000080696FB0D18D1A41808EE4727BDD1C41
458,01010000204F66000080BA490C6F511A41C0627F19E3CE1C41
459,01010000204F66000000705F4765201A41405227A080D41C41
460,01010000204F660000A0BE9F9A4A072041404BC8C75EFE1D41
461,01010000204F6600000052B8DE9F79204140575B710EBE1D41
462,01010000204F660000404A7B83E6792041805CFE037C831D41
463,01010000204F660000C05F76CF31322041E0915C7E7AA01D41
464,01010000204F66000000F31F92CE5E204180E2C7588C5F1D41
465,01010000204F660000803480F7DCA82041408B6C27263A1D41
466,01010000204F660000606210F855B22041E0285CCF425F1D41
467,01010000204F66000000C9E5DFBFD2204140AF942521561D41
468,01010000204F66000040EC2F9B5B0921418026C28652F31C41
469,01010000204F660000C025E4C34F9020410004564E221E1D41
470,01010000204F66000080BC74F309352041E0A145F6AE301D41
